"ID"	"W1"	"W2"	"W4"	"W6"	"W7"	"W9"	"W10"	"W33"	"W42"	"W43"	"W52"	"W54"	"W57"	"W60"	"W63"	"W68"	"W73"	"W83"	"W84"	"W85"	"W87"	"W93"	"W94"	"W95"	"W96"	"W97"	"W100"	"W101"	"W104"	"W107"	"W108"	"W109"	"W111"	"W112"	"W114"	"W120"	"W121"	"W122"	"W123"	"W126"	"W127"	"W139"	"W140"	"W144"	"W150"	"W152"	"W153"	"W154"	"W164"	"W170"	"W181"	"W185"	"W187"	"W188"	"W189"	"W197"	"W221"	"W227"	"W228"	"W247"	"W251"	"W262"	"W265"	"W269"	"W280"	"W282"	"W318"
"txid626774"	2	3	0	0	0	0	0	0	15	2	1	0	0	0	4	1	0	2	0	27	8	2	0	0	1	4	6	0	1	0	0	5	0	0	1	4	66	1	0	1	238	1	0	0	0	0	0	80	0	0	0	1	1	1	0	60	0	1	55	1	2126	0	49	0	0	0	1
"txid2027290"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	9	1	0	0	0	1	1	0	0	0	0	0	0	0	0	7	0	3	0	14	0	6	0	0	0	0	188	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	13
"txid587"	1	2	0	0	0	0	0	0	0	0	1	0	3	0	17	0	1	0	0	6	9	76	20	1	0	1	1	6	0	0	0	0	0	0	7	0	129	0	34	1	236	0	89	0	1	0	0	155	0	0	0	0	0	4	0	12	0	0	5	0	92	0	46	0	0	0	3
"txid333965"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	3	2	0	0	0	0	1	0	0	0	0	0	0	0	1	7	0	2	0	16	0	3	0	0	0	0	15	0	0	0	0	0	2	0	0	0	0	0	0	9	0	2	0	0	0	0
"txid71656"	3	6	1	0	0	0	1	0	1	0	0	0	0	1	1	0	3	1	0	0	1	8	4	0	2	1	0	0	2	1	0	0	0	2	2	0	21	0	0	1	1	0	0	1	0	0	0	1	1	0	3	6	0	0	0	3	0	4	8	0	0	7	1	4	3	0	8
"txid58169"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	31	0	0	0	1	3	0	0	1	3	0	1	0	5	0	0	0	0	2
"txid106649"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	1	0	0	0	2	1	0
"txid2699469"	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	6	0	2	0	0	0	0	830	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid2715163"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	239	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid28090"	2	0	1	2	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	86	25	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	23	4	252	7	0	4	0	0	0	0
"txid742719"	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	127	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0
"txid40216"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	7	2	110	55	0	7	1	0	1	0
"txid108981"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	250	12	0	6	0	0	0	0
"txid180588"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	792	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid228654"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid2316085"	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	9	0	0	0	2	4	0	1	3	2	1	1	33	4	3	1	1	0	15	10	6	5	3	48	56	3	0	1	16	14	1
"txid296"	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	30	0	1	3	0	0	2	0	0	0	0	2	0	0	1	6	5	0	6	2	0	0	2	48	29	6	2	2	4	8	19	5	2	0	50	115	2	0	0	14	7	3
"txid1608996"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	17	1	6	1	1	0	9	0	1	2	1	2	0	0	0	8	1	1	1	0	0	0	2	0	63
"txid2606638"	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	14	2	3	3	0	3	1	1	0	1	3	0	0	0	0	0	1	0	2	0	0	38	7	6	2	29	0	0	45	24	13	15	20	9	3	0	2	1	0	1	2	0	0	1	1	1
"txid2153"	8	1	0	6	27	2	30	12	5	1	1	2	16	8	33	1	46	3	4	6	15	9	25	14	15	16	8	29	1	10	1	2	13	15	8	5	2	2	10	0	2	3	1	3	1	5	0	13	3	0	1	7	1	1	2	3	26	6	5	1	0	5	5	6	2	6	3
