"SequenceID"	"LibraryCode"	"LibraryTube"	"LibraryBarcode"	"ExtractID"	"SampVolPool"	"TotalPoolVol"	"BeadVol"	"Conc_QC2"	"reads_unclassified"	"FlowCellSerial"	"protocol_group_id"	"SeqRunID"	"SeqDate"	"SeqDateTime"	"SampleSet"	"LibPrepDate"	"LibPrepWorkflow"	"LibPrepKit"	"FlowCellType"	"FlongleAdapter"	"SeqDevice"	"strands"	"fragment_type"	"Length"	"InputMassStart"	"TemplateVolPrep"	"PoolSamples"	"InputMassFinal"	"ExtractDate"	"ExtractedBy"	"ExtractKit"	"SampleID"	"ExtractBox"	"ExtractNotes"	"ExtractConc"	"SampleCollectedBy"	"SampleNotes"	"CollectionDate"	"Subject"	"Subj_Certainty"
"HDZ-477-S379"	"hdz17"	11	11	"HDZ-477-E1"	NA	NA	NA	NA	6080	"AWD070"	"HDZ-PL-017"	"PL017"	2024-10-25	2024-10-25 20:44:15.683118	"loris"	2024-10-25	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-09-25	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-477"	"HDZ Loris DNA Extracts Box 6"	""	73	"HDZ Keepers"	""	2024-08-06	"Warble"	"yes"
"HDZ-478-S380"	"hdz17"	12	12	"HDZ-478-E1"	NA	NA	NA	NA	4723	"AWD070"	"HDZ-PL-017"	"PL017"	2024-10-25	2024-10-25 20:44:15.683118	"loris"	2024-10-25	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-09-25	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-478"	"HDZ Loris DNA Extracts Box 6"	""	48	"HDZ Keepers"	""	2024-08-11	"Warble"	"yes"
"HDZ-479-S381"	"hdz17"	13	13	"HDZ-479-E1"	NA	NA	NA	NA	7468	"AWD070"	"HDZ-PL-017"	"PL017"	2024-10-25	2024-10-25 20:44:15.683118	"loris"	2024-10-25	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-09-25	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-479"	"HDZ Loris DNA Extracts Box 6"	""	56	"HDZ Keepers"	""	2024-08-28	"Warble"	"yes"
"HDZ-480-S382"	"hdz17"	14	14	"HDZ-480-E1"	NA	NA	NA	NA	6339	"AWD070"	"HDZ-PL-017"	"PL017"	2024-10-25	2024-10-25 20:44:15.683118	"loris"	2024-10-25	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-09-25	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-480"	"HDZ Loris DNA Extracts Box 6"	""	52	"HDZ Keepers"	""	2024-09-04	"Warble"	"yes"
"HDZ-481-S383"	"hdz17"	15	15	"HDZ-481-E1"	NA	NA	NA	NA	6130	"AWD070"	"HDZ-PL-017"	"PL017"	2024-10-25	2024-10-25 20:44:15.683118	"loris"	2024-10-25	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-09-25	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-481"	"HDZ Loris DNA Extracts Box 6"	""	51	"HDZ Keepers"	""	2024-09-08	"Warble"	"yes"
"HDZ-482-S384"	"hdz17"	16	16	"HDZ-482-E1"	NA	NA	NA	NA	2952	"AWD070"	"HDZ-PL-017"	"PL017"	2024-10-25	2024-10-25 20:44:15.683118	"loris"	2024-10-25	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-09-25	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-482"	"HDZ Loris DNA Extracts Box 7"	""	68	"HDZ Keepers"	""	2024-07-30	"Warble"	"yes"
"HDZ-483-S385"	"hdz17"	17	17	"HDZ-483-E1"	NA	NA	NA	NA	8607	"AWD070"	"HDZ-PL-017"	"PL017"	2024-10-25	2024-10-25 20:44:15.683118	"loris"	2024-10-25	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-09-25	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-483"	"HDZ Loris DNA Extracts Box 7"	""	78	"HDZ Keepers"	""	2024-08-02	"Warble"	"yes"
"HDZ-484-S386"	"hdz17"	18	18	"HDZ-484-E1"	NA	NA	NA	NA	6474	"AWD070"	"HDZ-PL-017"	"PL017"	2024-10-25	2024-10-25 20:44:15.683118	"loris"	2024-10-25	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-09-25	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-484"	"HDZ Loris DNA Extracts Box 7"	""	103	"HDZ Keepers"	""	2024-08-12	"Warble"	"yes"
"HDZ-485-S387"	"hdz17"	19	19	"HDZ-485-E1"	NA	NA	NA	NA	4804	"AWD070"	"HDZ-PL-017"	"PL017"	2024-10-25	2024-10-25 20:44:15.683118	"loris"	2024-10-25	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-09-25	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-485"	"HDZ Loris DNA Extracts Box 7"	""	61	"HDZ Keepers"	""	2024-08-26	"Warble"	"yes"
"HDZ-486-S388"	"hdz17"	20	20	"HDZ-486-E1"	NA	NA	NA	NA	5231	"AWD070"	"HDZ-PL-017"	"PL017"	2024-10-25	2024-10-25 20:44:15.683118	"loris"	2024-10-25	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-09-25	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-486"	"HDZ Loris DNA Extracts Box 7"	""	46	"HDZ Keepers"	""	2024-09-13	"Warble"	"yes"
"HDZ-487-S389"	"hdz17"	21	21	"HDZ-487-E1"	NA	NA	NA	NA	8812	"AWD070"	"HDZ-PL-017"	"PL017"	2024-10-25	2024-10-25 20:44:15.683118	"loris"	2024-10-25	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-09-27	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-487"	"HDZ Loris DNA Extracts Box 7"	""	47	"HDZ Keepers"	""	2024-09-07	"Warble"	"yes"
"HDZ-488-S390"	"hdz17"	22	22	"HDZ-488-E1"	NA	NA	NA	NA	9546	"AWD070"	"HDZ-PL-017"	"PL017"	2024-10-25	2024-10-25 20:44:15.683118	"loris"	2024-10-25	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-09-27	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-488"	"HDZ Loris DNA Extracts Box 7"	""	59	"HDZ Keepers"	""	2024-07-31	"Warble"	"yes"
"HDZ-489-S391"	"hdz17"	23	23	"HDZ-489-E1"	NA	NA	NA	NA	6111	"AWD070"	"HDZ-PL-017"	"PL017"	2024-10-25	2024-10-25 20:44:15.683118	"loris"	2024-10-25	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-09-27	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-489"	"HDZ Loris DNA Extracts Box 7"	""	85	"HDZ Keepers"	""	2024-08-03	"Warble"	"yes"
"PL-NTC-017-CTRL"	"hdz17"	24	24	"PL-NTC-017"	NA	NA	NA	NA	12	"AWD070"	"HDZ-PL-017"	"PL017"	2024-10-25	2024-10-25 20:44:15.683118	"loris"	2024-10-25	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HDZ-490-S392"	"hdz18"	1	1	"HDZ-490-E1"	NA	NA	NA	NA	4741	"AWC828"	"PL018"	"PL18"	2024-10-29	2024-10-29 18:36:31.207175	"loris"	2024-10-29	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-09-27	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-490"	"HDZ Loris DNA Extracts Box 7"	""	89	"HDZ Keepers"	""	2024-08-13	"Warble"	"yes"
"HDZ-491-S393"	"hdz18"	2	2	"HDZ-491-E1"	NA	NA	NA	NA	4396	"AWC828"	"PL018"	"PL18"	2024-10-29	2024-10-29 18:36:31.207175	"loris"	2024-10-29	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-10-01	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-491"	"HDZ Loris DNA Extracts Box 7"	""	24	"HDZ Keepers"	""	2024-08-25	"Warble"	"yes"
"HDZ-492-S394"	"hdz18"	3	3	"HDZ-492-E1"	NA	NA	NA	NA	2954	"AWC828"	"PL018"	"PL18"	2024-10-29	2024-10-29 18:36:31.207175	"loris"	2024-10-29	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-10-01	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-492"	"HDZ Loris DNA Extracts Box 7"	""	7.4	"HDZ Keepers"	""	2024-09-01	"Warble"	"yes"
"HDZ-493-S395"	"hdz18"	4	4	"HDZ-493-E1"	NA	NA	NA	NA	3913	"AWC828"	"PL018"	"PL18"	2024-10-29	2024-10-29 18:36:31.207175	"loris"	2024-10-29	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-10-01	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-493"	"HDZ Loris DNA Extracts Box 7"	""	57	"HDZ Keepers"	""	2024-09-06	"Warble"	"yes"
"HDZ-494-S396"	"hdz18"	5	5	"HDZ-494-E1"	NA	NA	NA	NA	2172	"AWC828"	"PL018"	"PL18"	2024-10-29	2024-10-29 18:36:31.207175	"loris"	2024-10-29	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-10-01	"SA/TR"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-494"	"HDZ Loris DNA Extracts Box 7"	""	76	"HDZ Keepers"	""	2024-08-05	"Warble"	"yes"
"HDZ-495-S397"	"hdz18"	6	6	"HDZ-495-E1"	NA	NA	NA	NA	2752	"AWC828"	"PL018"	"PL18"	2024-10-29	2024-10-29 18:36:31.207175	"loris"	2024-10-29	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-10-01	"SA/TR"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-495"	"HDZ Loris DNA Extracts Box 7"	""	27	"HDZ Keepers"	""	2024-08-04	"Warble"	"yes"
"HDZ-496-S398"	"hdz18"	7	7	"HDZ-496-E1"	NA	NA	NA	NA	4287	"AWC828"	"PL018"	"PL18"	2024-10-29	2024-10-29 18:36:31.207175	"loris"	2024-10-29	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-10-01	"SA/TR"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-496"	"HDZ Loris DNA Extracts Box 7"	""	17	"HDZ Keepers"	""	NA	"Warble"	"yes"
"HDZ-497-S399"	"hdz18"	8	8	"HDZ-497-E1"	NA	NA	NA	NA	2859	"AWC828"	"PL018"	"PL18"	2024-10-29	2024-10-29 18:36:31.207175	"loris"	2024-10-29	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-10-02	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-497"	"HDZ Loris DNA Extracts Box 7"	""	36	"HDZ Keepers"	""	2024-08-19	"Warble"	"yes"
"HDZ-498-S400"	"hdz18"	9	9	"HDZ-498-E1"	NA	NA	NA	NA	3238	"AWC828"	"PL018"	"PL18"	2024-10-29	2024-10-29 18:36:31.207175	"loris"	2024-10-29	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-10-02	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-498"	"HDZ Loris DNA Extracts Box 7"	""	49	"HDZ Keepers"	""	2024-08-31	"Warble"	"yes"
"HDZ-499-S401"	"hdz18"	10	10	"HDZ-499-E1"	NA	NA	NA	NA	2232	"AWC828"	"PL018"	"PL18"	2024-10-29	2024-10-29 18:36:31.207175	"loris"	2024-10-29	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-10-02	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-499"	"HDZ Loris DNA Extracts Box 7"	""	46	"HDZ Keepers"	""	2024-09-05	"Warble"	"yes"
"HDZ-500-S402"	"hdz18"	11	11	"HDZ-500-E1"	NA	NA	NA	NA	3875	"AWC828"	"PL018"	"PL18"	2024-10-29	2024-10-29 18:36:31.207175	"loris"	2024-10-29	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-10-02	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-500"	"HDZ Loris DNA Extracts Box 7"	""	67	"HDZ Keepers"	""	2024-08-09	"Warble"	"yes"
"HDZ-501-S403"	"hdz18"	12	12	"HDZ-501-E1"	NA	NA	NA	NA	3682	"AWC828"	"PL018"	"PL18"	2024-10-29	2024-10-29 18:36:31.207175	"loris"	2024-10-29	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-10-02	"AS"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-501"	"HDZ Loris DNA Extracts Box 7"	""	74	"HDZ Keepers"	""	2024-08-14	"Warble"	"yes"
"HDZ-502-S404"	"hdz18"	13	13	"HDZ-502-E1"	NA	NA	NA	NA	2131	"AWC828"	"PL018"	"PL18"	2024-10-29	2024-10-29 18:36:31.207175	"loris"	2024-10-29	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-10-08	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-502"	"HDZ Loris DNA Extracts Box 7"	""	6.3	"HDZ Keepers"	""	2024-08-17	"Warble"	"yes"
"HDZ-503-S405"	"hdz18"	14	14	"HDZ-503-E1"	NA	NA	NA	NA	3178	"AWC828"	"PL018"	"PL18"	2024-10-29	2024-10-29 18:36:31.207175	"loris"	2024-10-29	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-10-08	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-503"	"HDZ Loris DNA Extracts Box 7"	""	8.8	"HDZ Keepers"	""	2024-08-24	"Warble"	"yes"
"HDZ-504-S406"	"hdz18"	15	15	"HDZ-504-E1"	NA	NA	NA	NA	4836	"AWC828"	"PL018"	"PL18"	2024-10-29	2024-10-29 18:36:31.207175	"loris"	2024-10-29	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-10-08	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-504"	"HDZ Loris DNA Extracts Box 7"	""	6.2	"HDZ Keepers"	""	2024-08-30	"Warble"	"yes"
"HDZ-506-S407"	"hdz18"	16	16	"HDZ-506-E1"	NA	NA	NA	NA	3874	"AWC828"	"PL018"	"PL18"	2024-10-29	2024-10-29 18:36:31.207175	"loris"	2024-10-29	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-10-08	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-506"	"HDZ Loris DNA Extracts Box 7"	""	8.9	"HDZ Keepers"	""	2024-08-25	"Warble"	"yes"
"HDZ-507-S408"	"hdz18"	17	17	"HDZ-507-E1"	NA	NA	NA	NA	4851	"AWC828"	"PL018"	"PL18"	2024-10-29	2024-10-29 18:36:31.207175	"loris"	2024-10-29	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-10-08	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-507"	"HDZ Loris DNA Extracts Box 7"	""	9	"HDZ Keepers"	""	2024-08-16	"Warble"	"yes"
"HDZ-508-S409"	"hdz18"	18	18	"HDZ-508-E1"	NA	NA	NA	NA	4254	"AWC828"	"PL018"	"PL18"	2024-10-29	2024-10-29 18:36:31.207175	"loris"	2024-10-29	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-10-08	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-508"	"HDZ Loris DNA Extracts Box 7"	""	3.1	"HDZ Keepers"	""	2024-08-22	"Warble"	"yes"
"HDZ-509-S410"	"hdz18"	19	19	"HDZ-509-E1"	NA	NA	NA	NA	5155	"AWC828"	"PL018"	"PL18"	2024-10-29	2024-10-29 18:36:31.207175	"loris"	2024-10-29	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-10-08	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-509"	"HDZ Loris DNA Extracts Box 7"	""	10	"HDZ Keepers"	""	2024-08-27	"Warble"	"yes"
"HDZ-510-S411"	"hdz18"	20	20	"HDZ-510-E1"	NA	NA	NA	NA	3307	"AWC828"	"PL018"	"PL18"	2024-10-29	2024-10-29 18:36:31.207175	"loris"	2024-10-29	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-10-08	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-510"	"HDZ Loris DNA Extracts Box 7"	""	7.8	"HDZ Keepers"	""	2024-08-29	"Warble"	"yes"
"HDZ-517-S412"	"hdz18"	21	21	"HDZ-517-E1"	NA	NA	NA	NA	5425	"AWC828"	"PL018"	"PL18"	2024-10-29	2024-10-29 18:36:31.207175	"loris"	2024-10-29	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-10-08	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-517"	"HDZ Loris DNA Extracts Box 7"	""	5.2	"HDZ Keepers"	""	2024-09-04	"Warble"	"yes"
"HDZ-522-S413"	"hdz18"	22	22	"HDZ-522-E1"	NA	NA	NA	NA	5254	"AWC828"	"PL018"	"PL18"	2024-10-29	2024-10-29 18:36:31.207175	"loris"	2024-10-29	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-10-08	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-522"	"HDZ Loris DNA Extracts Box 7"	""	7.1	"HDZ Keepers"	""	2024-09-15	"Warble"	"yes"
"HDZ-525-S414"	"hdz18"	23	23	"HDZ-525-E1"	NA	NA	NA	NA	5397	"AWC828"	"PL018"	"PL18"	2024-10-29	2024-10-29 18:36:31.207175	"loris"	2024-10-29	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-10-08	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-525"	"HDZ Loris DNA Extracts Box 7"	""	11	"HDZ Keepers"	""	2024-09-14	"Warble"	"yes"
"PL-NTC-018-CTRL"	"hdz18"	24	24	"PL-NTC-018"	NA	NA	NA	NA	15	"AWC828"	"PL018"	"PL18"	2024-10-29	2024-10-29 18:36:31.207175	"loris"	2024-10-29	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"HDZ-076-S24"	"hdz2"	1	1	"HDZ-076-E1"	1	41	24.6	5.4	1694	"AUD789"	"HDZ-PL-002"	"PL002"	2024-06-10	2024-06-10 20:32:18.00607	"loris"	2024-06-10	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-29	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-076"	"HDZ Loris DNA Extracts Box 1"	""	1.4	"HDZ Keepers"	""	2023-12-01	"Culi"	"yes"
"HDZ-079-S25"	"hdz2"	2	2	"HDZ-079-E1"	1	41	24.6	4.18	1333	"AUD789"	"HDZ-PL-002"	"PL002"	2024-06-10	2024-06-10 20:32:18.00607	"loris"	2024-06-10	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-29	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-079"	"HDZ Loris DNA Extracts Box 1"	""	1.5	"HDZ Keepers"	""	2023-11-22	"Warble"	"yes"
"HDZ-068-S26"	"hdz2"	3	3	"HDZ-068-E1"	1	41	24.6	4.73	1030	"AUD789"	"HDZ-PL-002"	"PL002"	2024-06-10	2024-06-10 20:32:18.00607	"loris"	2024-06-10	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-29	"WJ, MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-068"	"HDZ Loris DNA Extracts Box 1"	"Not sure if these samples were extracted twice, but Missy extracted them on 2/29/24"	4.8	"HDZ Keepers"	""	2023-11-24	"Warble"	"yes"
"HDZ-078-S27"	"hdz2"	4	4	"HDZ-078-E1"	1	41	24.6	5.8	1149	"AUD789"	"HDZ-PL-002"	"PL002"	2024-06-10	2024-06-10 20:32:18.00607	"loris"	2024-06-10	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-29	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-078"	"HDZ Loris DNA Extracts Box 1"	""	5.6	"HDZ Keepers"	""	2023-11-23	"Culi"	"yes"
"HDZ-015-S28"	"hdz2"	5	5	"HDZ-015-E1"	2	41	24.6	1.73	599	"AUD789"	"HDZ-PL-002"	"PL002"	2024-06-10	2024-06-10 20:32:18.00607	"loris"	2024-06-10	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-15	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-015"	"HDZ Loris DNA Extracts Box 1"	""	7.1	"HDZ Keepers"	""	2023-10-30	"Warble"	"yes"
"HDZ-070-S29"	"hdz2"	6	6	"HDZ-070-E1"	1	41	24.6	4.55	1445	"AUD789"	"HDZ-PL-002"	"PL002"	2024-06-10	2024-06-10 20:32:18.00607	"loris"	2024-06-10	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-29	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-070"	"HDZ Loris DNA Extracts Box 1"	""	7.5	"HDZ Keepers"	""	2023-12-02	"Warble"	"yes"
"HDZ-018-S30"	"hdz2"	7	7	"HDZ-018-E1"	1	41	24.6	6	676	"AUD789"	"HDZ-PL-002"	"PL002"	2024-06-10	2024-06-10 20:32:18.00607	"loris"	2024-06-10	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2023-11-15	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-018"	"HDZ Loris DNA Extracts Box 1"	""	9.3	"HDZ Keepers"	""	2023-10-30	"Culi"	"yes"
"HDZ-022-S31"	"hdz2"	8	8	"HDZ-022-E1"	1	41	24.6	5.7	1158	"AUD789"	"HDZ-PL-002"	"PL002"	2024-06-10	2024-06-10 20:32:18.00607	"loris"	2024-06-10	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-01-10	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-022"	"HDZ Loris DNA Extracts Box 1"	""	11	"HDZ Keepers"	""	2023-11-03	"Culi"	"yes"
"HDZ-027-S32"	"hdz2"	9	9	"HDZ-027-E1"	1	41	24.6	3.99	441	"AUD789"	"HDZ-PL-002"	"PL002"	2024-06-10	2024-06-10 20:32:18.00607	"loris"	2024-06-10	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-01-10	"SA"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-027"	"HDZ Loris DNA Extracts Box 1"	""	11	"HDZ Keepers"	""	2023-11-05	"Warble"	"yes"
"HDZ-039-S33"	"hdz2"	10	10	"HDZ-039-E1"	1	41	24.6	7	2551	"AUD789"	"HDZ-PL-002"	"PL002"	2024-06-10	2024-06-10 20:32:18.00607	"loris"	2024-06-10	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-01-24	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-039"	"HDZ Loris DNA Extracts Box 1"	""	11	"HDZ Keepers"	""	2023-11-14	"Culi"	"yes"
"HDZ-072-S34"	"hdz2"	11	11	"HDZ-072-E1"	1	41	24.6	5.3	1376	"AUD789"	"HDZ-PL-002"	"PL002"	2024-06-10	2024-06-10 20:32:18.00607	"loris"	2024-06-10	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-02-29	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-072"	"HDZ Loris DNA Extracts Box 1"	""	11	"HDZ Keepers"	""	2023-11-29	"Warble"	"yes"
"HDZ-084-S35"	"hdz2"	12	12	"HDZ-084-E1"	1	41	24.6	4.81	2301	"AUD789"	"HDZ-PL-002"	"PL002"	2024-06-10	2024-06-10 20:32:18.00607	"loris"	2024-06-10	"rapid16s"	"SQK-16S114-24"	"FLO-FLG114"	"FA-08546"	"Angel-MinION"	2	3	1500	10	15	"yes"	50	2024-03-06	"MB"	"Quick-DNA Fecal/Soil Microbe"	"HDZ-084"	"HDZ Loris DNA Extracts Box 2"	""	11	"HDZ Keepers"	""	2023-12-21	"Culi"	"yes"
