"identifier"	"food"	"mg_fed"
"HDZ-355-S178"	"Seasonal Veggie Rotation"	15000
"HDZ-386-S263"	"Oat Gel"	5000
"HDZ-386-S263"	"Biscuit"	13200
"HDZ-386-S263"	"Gum Arabic"	12000
"HDZ-386-S263"	"Invertebrates"	8000
"HDZ-386-S263"	"Protein Rotation"	2100
"HDZ-386-S263"	"Seasonal Veggie Rotation"	20000
"HDZ-360-S183"	"Biscuit"	13200
"HDZ-360-S183"	"Gum Arabic"	12000
"HDZ-360-S183"	"Invertebrates"	10000
"HDZ-360-S183"	"Protein Rotation"	2100
"HDZ-360-S183"	"Seasonal Veggie Rotation"	15000
"HDZ-374-S284"	"Biscuit"	13200
"HDZ-374-S284"	"Gum Arabic"	12000
"HDZ-374-S284"	"Invertebrates"	10000
"HDZ-374-S284"	"Protein Rotation"	2100
"HDZ-374-S284"	"Seasonal Veggie Rotation"	15000
"HDZ-380-S290"	"Biscuit"	13200
"HDZ-380-S290"	"Gum Arabic"	12000
"HDZ-380-S290"	"Invertebrates"	10000
"HDZ-380-S290"	"Protein Rotation"	2100
"HDZ-380-S290"	"Seasonal Veggie Rotation"	15000
"HDZ-368-S214"	"Oat Gel"	5000
"HDZ-368-S214"	"Biscuit"	13200
"HDZ-368-S214"	"Gum Arabic"	12000
"HDZ-368-S214"	"Invertebrates"	8000
"HDZ-368-S214"	"Protein Rotation"	2100
"HDZ-368-S214"	"Seasonal Veggie Rotation"	20000
"HDZ-362-S208"	"Oat Gel"	5000
"HDZ-362-S208"	"Biscuit"	13200
"HDZ-362-S208"	"Gum Arabic"	12000
"HDZ-362-S208"	"Invertebrates"	8000
"HDZ-362-S208"	"Protein Rotation"	2100
"HDZ-362-S208"	"Seasonal Veggie Rotation"	20000
"HDZ-356-S179"	"Biscuit"	13200
"HDZ-356-S179"	"Gum Arabic"	12000
"HDZ-356-S179"	"Invertebrates"	10000
"HDZ-356-S179"	"Protein Rotation"	2100
"HDZ-356-S179"	"Seasonal Veggie Rotation"	15000
"HDZ-450-S322"	"Oat Gel"	5000
"HDZ-450-S322"	"Biscuit"	13200
"HDZ-450-S322"	"Gum Arabic"	12000
"HDZ-450-S322"	"Invertebrates"	8000
"HDZ-450-S322"	"Protein Rotation"	2100
"HDZ-450-S322"	"Seasonal Veggie Rotation"	20000
"HDZ-451-S343"	"Biscuit"	13200
"HDZ-451-S343"	"Gum Arabic"	12000
"HDZ-451-S343"	"Invertebrates"	10000
"HDZ-451-S343"	"Protein Rotation"	2100
"HDZ-451-S343"	"Seasonal Veggie Rotation"	15000
"HDZ-452-S344"	"Oat Gel"	5000
"HDZ-452-S344"	"Biscuit"	13200
"HDZ-452-S344"	"Gum Arabic"	12000
"HDZ-452-S344"	"Invertebrates"	8000
"HDZ-452-S344"	"Protein Rotation"	2100
"HDZ-452-S344"	"Seasonal Veggie Rotation"	20000
"HDZ-453-S345"	"Biscuit"	13200
"HDZ-453-S345"	"Gum Arabic"	12000
"HDZ-453-S345"	"Invertebrates"	10000
"HDZ-453-S345"	"Protein Rotation"	2100
"HDZ-453-S345"	"Seasonal Veggie Rotation"	15000
"HDZ-449-S299"	"Biscuit"	13200
"HDZ-449-S299"	"Gum Arabic"	12000
"HDZ-449-S299"	"Invertebrates"	10000
"HDZ-449-S299"	"Protein Rotation"	2100
"HDZ-449-S299"	"Seasonal Veggie Rotation"	15000
"HDZ-448-S298"	"Biscuit"	13200
"HDZ-448-S298"	"Gum Arabic"	12000
"HDZ-448-S298"	"Invertebrates"	10000
"HDZ-448-S298"	"Protein Rotation"	2100
"HDZ-448-S298"	"Seasonal Veggie Rotation"	15000
"HDZ-438-S275"	"Oat Gel"	5000
"HDZ-438-S275"	"Biscuit"	13200
"HDZ-438-S275"	"Gum Arabic"	12000
"HDZ-438-S275"	"Invertebrates"	8000
"HDZ-438-S275"	"Protein Rotation"	2100
"HDZ-438-S275"	"Seasonal Veggie Rotation"	20000
"HDZ-439-S276"	"Biscuit"	13200
"HDZ-439-S276"	"Gum Arabic"	12000
"HDZ-439-S276"	"Invertebrates"	10000
"HDZ-439-S276"	"Protein Rotation"	2100
"HDZ-439-S276"	"Seasonal Veggie Rotation"	15000
"HDZ-437-S253"	"Oat Gel"	5000
"HDZ-437-S253"	"Biscuit"	13200
"HDZ-437-S253"	"Gum Arabic"	12000
"HDZ-437-S253"	"Invertebrates"	8000
"HDZ-437-S253"	"Protein Rotation"	2100
"HDZ-437-S253"	"Seasonal Veggie Rotation"	20000
"HDZ-432-S228"	"Biscuit"	13200
"HDZ-432-S228"	"Gum Arabic"	12000
"HDZ-432-S228"	"Invertebrates"	10000
"HDZ-432-S228"	"Protein Rotation"	2100
"HDZ-432-S228"	"Seasonal Veggie Rotation"	15000
"HDZ-433-S229"	"Oat Gel"	5000
"HDZ-433-S229"	"Biscuit"	13200
"HDZ-433-S229"	"Gum Arabic"	12000
"HDZ-433-S229"	"Invertebrates"	8000
"HDZ-433-S229"	"Protein Rotation"	2100
"HDZ-433-S229"	"Seasonal Veggie Rotation"	20000
"HDZ-431-S227"	"Biscuit"	13200
"HDZ-431-S227"	"Gum Arabic"	12000
"HDZ-431-S227"	"Invertebrates"	10000
"HDZ-431-S227"	"Protein Rotation"	2100
"HDZ-431-S227"	"Seasonal Veggie Rotation"	15000
"HDZ-426-S226"	"Oat Gel"	5000
"HDZ-426-S226"	"Biscuit"	13200
"HDZ-426-S226"	"Gum Arabic"	12000
"HDZ-426-S226"	"Invertebrates"	8000
"HDZ-426-S226"	"Protein Rotation"	2100
"HDZ-426-S226"	"Seasonal Veggie Rotation"	20000
"HDZ-425-S225"	"Biscuit"	13200
"HDZ-425-S225"	"Gum Arabic"	12000
"HDZ-425-S225"	"Invertebrates"	10000
"HDZ-425-S225"	"Protein Rotation"	2100
"HDZ-425-S225"	"Seasonal Veggie Rotation"	15000
"HDZ-434-S230"	"Oat Gel"	5000
"HDZ-434-S230"	"Biscuit"	13200
"HDZ-434-S230"	"Gum Arabic"	12000
"HDZ-434-S230"	"Invertebrates"	8000
"HDZ-434-S230"	"Protein Rotation"	2100
"HDZ-434-S230"	"Seasonal Veggie Rotation"	20000
"HDZ-440-S293"	"Biscuit"	13200
"HDZ-440-S293"	"Gum Arabic"	12000
"HDZ-440-S293"	"Invertebrates"	10000
"HDZ-440-S293"	"Protein Rotation"	2100
"HDZ-440-S293"	"Seasonal Veggie Rotation"	15000
"HDZ-444-S296"	"Oat Gel"	5000
"HDZ-444-S296"	"Biscuit"	13200
"HDZ-444-S296"	"Gum Arabic"	12000
"HDZ-444-S296"	"Invertebrates"	8000
"HDZ-444-S296"	"Protein Rotation"	2100
"HDZ-444-S296"	"Seasonal Veggie Rotation"	20000
"HDZ-430-S292"	"Oat Gel"	5000
"HDZ-430-S292"	"Biscuit"	13200
"HDZ-430-S292"	"Gum Arabic"	12000
"HDZ-430-S292"	"Invertebrates"	8000
"HDZ-430-S292"	"Protein Rotation"	2100
"HDZ-430-S292"	"Seasonal Veggie Rotation"	20000
"HDZ-442-S294"	"Oat Gel"	5000
"HDZ-442-S294"	"Biscuit"	13200
"HDZ-442-S294"	"Gum Arabic"	12000
"HDZ-442-S294"	"Invertebrates"	8000
"HDZ-442-S294"	"Protein Rotation"	2100
"HDZ-442-S294"	"Seasonal Veggie Rotation"	20000
"HDZ-443-S295"	"Biscuit"	13200
"HDZ-443-S295"	"Gum Arabic"	12000
"HDZ-443-S295"	"Invertebrates"	10000
"HDZ-443-S295"	"Protein Rotation"	2100
"HDZ-443-S295"	"Seasonal Veggie Rotation"	15000
"HDZ-445-S297"	"Oat Gel"	5000
"HDZ-445-S297"	"Biscuit"	13200
"HDZ-445-S297"	"Gum Arabic"	12000
"HDZ-445-S297"	"Invertebrates"	8000
"HDZ-445-S297"	"Protein Rotation"	2100
"HDZ-445-S297"	"Seasonal Veggie Rotation"	20000
"HDZ-424-S224"	"Biscuit"	13200
"HDZ-424-S224"	"Gum Arabic"	12000
"HDZ-424-S224"	"Invertebrates"	10000
"HDZ-424-S224"	"Protein Rotation"	2100
"HDZ-424-S224"	"Seasonal Veggie Rotation"	15000
"HDZ-166-S197"	"Oat Gel"	5000
"HDZ-166-S197"	"Biscuit"	13200
"HDZ-166-S197"	"Gum Arabic"	12000
"HDZ-166-S197"	"Invertebrates"	8000
"HDZ-166-S197"	"Protein Rotation"	2100
"HDZ-166-S197"	"Seasonal Veggie Rotation"	20000
"HDZ-165-S196"	"Biscuit"	13200
"HDZ-165-S196"	"Gum Arabic"	12000
"HDZ-165-S196"	"Invertebrates"	10000
"HDZ-165-S196"	"Protein Rotation"	2100
"HDZ-165-S196"	"Seasonal Veggie Rotation"	15000
"HDZ-214-S251"	"Biscuit"	13200
"HDZ-214-S251"	"Gum Arabic"	12000
"HDZ-214-S251"	"Invertebrates"	10000
"HDZ-214-S251"	"Protein Rotation"	2100
"HDZ-214-S251"	"Seasonal Veggie Rotation"	15000
"HDZ-446-S341"	"Biscuit"	13200
"HDZ-446-S341"	"Gum Arabic"	12000
"HDZ-446-S341"	"Invertebrates"	10000
"HDZ-446-S341"	"Protein Rotation"	2100
"HDZ-446-S341"	"Seasonal Veggie Rotation"	15000
"HDZ-436-E1-S357"	"Biscuit"	13200
"HDZ-436-E1-S357"	"Gum Arabic"	12000
"HDZ-436-E1-S357"	"Invertebrates"	10000
"HDZ-436-E1-S357"	"Protein Rotation"	2100
"HDZ-436-E1-S357"	"Seasonal Veggie Rotation"	15000
"HDZ-447-S342"	"Biscuit"	13200
"HDZ-447-S342"	"Gum Arabic"	12000
"HDZ-447-S342"	"Invertebrates"	10000
"HDZ-447-S342"	"Protein Rotation"	2100
"HDZ-447-S342"	"Seasonal Veggie Rotation"	15000
"HDZ-189-S200"	"Biscuit"	13200
"HDZ-189-S200"	"Gum Arabic"	12000
"HDZ-189-S200"	"Invertebrates"	10000
"HDZ-189-S200"	"Protein Rotation"	2100
"HDZ-189-S200"	"Seasonal Veggie Rotation"	15000
"HDZ-427-E1-S353"	"Biscuit"	13200
"HDZ-427-E1-S353"	"Gum Arabic"	12000
"HDZ-427-E1-S353"	"Invertebrates"	10000
"HDZ-427-E1-S353"	"Protein Rotation"	2100
"HDZ-427-E1-S353"	"Seasonal Veggie Rotation"	15000
"HDZ-475-S377"	"Biscuit"	13200
"HDZ-475-S377"	"Gum Arabic"	12000
"HDZ-475-S377"	"Invertebrates"	10000
"HDZ-475-S377"	"Protein Rotation"	2100
"HDZ-475-S377"	"Seasonal Veggie Rotation"	15000
"HDZ-441-S340"	"Biscuit"	13200
"HDZ-441-S340"	"Gum Arabic"	12000
"HDZ-441-S340"	"Invertebrates"	10000
"HDZ-441-S340"	"Protein Rotation"	2100
"HDZ-441-S340"	"Seasonal Veggie Rotation"	15000
"HDZ-160-S242"	"Biscuit"	13200
"HDZ-160-S242"	"Gum Arabic"	12000
"HDZ-160-S242"	"Invertebrates"	10000
"HDZ-160-S242"	"Protein Rotation"	2100
"HDZ-160-S242"	"Seasonal Veggie Rotation"	15000
"HDZ-435-E1-S356"	"Biscuit"	13200
"HDZ-435-E1-S356"	"Gum Arabic"	12000
"HDZ-435-E1-S356"	"Invertebrates"	10000
"HDZ-435-E1-S356"	"Protein Rotation"	2100
"HDZ-435-E1-S356"	"Seasonal Veggie Rotation"	15000
"HDZ-464-S372"	"Biscuit"	13200
"HDZ-464-S372"	"Gum Arabic"	12000
"HDZ-464-S372"	"Invertebrates"	10000
"HDZ-464-S372"	"Protein Rotation"	2100
"HDZ-464-S372"	"Seasonal Veggie Rotation"	15000
"HDZ-428-E1-S354"	"Biscuit"	13200
"HDZ-428-E1-S354"	"Gum Arabic"	12000
"HDZ-428-E1-S354"	"Invertebrates"	10000
"HDZ-428-E1-S354"	"Protein Rotation"	2100
"HDZ-428-E1-S354"	"Seasonal Veggie Rotation"	15000
"HDZ-164-S195"	"Biscuit"	13200
"HDZ-164-S195"	"Gum Arabic"	12000
"HDZ-164-S195"	"Invertebrates"	10000
"HDZ-164-S195"	"Protein Rotation"	2100
"HDZ-164-S195"	"Seasonal Veggie Rotation"	15000
"HDZ-474-S376"	"Biscuit"	13200
"HDZ-474-S376"	"Gum Arabic"	12000
"HDZ-474-S376"	"Invertebrates"	10000
"HDZ-474-S376"	"Protein Rotation"	2100
"HDZ-474-S376"	"Seasonal Veggie Rotation"	15000
"HDZ-429-E1-S355"	"Biscuit"	0
"HDZ-429-E1-S355"	"Gum Arabic"	17000
"HDZ-429-E1-S355"	"Invertebrates"	18000
"HDZ-429-E1-S355"	"Protein Rotation"	5000
"HDZ-429-E1-S355"	"Seasonal Veggie Rotation"	30000
"HDZ-422-S291"	"Biscuit"	13200
"HDZ-422-S291"	"Gum Arabic"	12000
"HDZ-422-S291"	"Invertebrates"	10000
"HDZ-422-S291"	"Protein Rotation"	2100
"HDZ-422-S291"	"Seasonal Veggie Rotation"	15000
"HDZ-423-S223"	"Biscuit"	13200
"HDZ-423-S223"	"Gum Arabic"	12000
"HDZ-423-S223"	"Invertebrates"	10000
"HDZ-423-S223"	"Protein Rotation"	2100
"HDZ-423-S223"	"Seasonal Veggie Rotation"	15000
"HDZ-420-S207"	"Biscuit"	13200
"HDZ-420-S207"	"Gum Arabic"	12000
"HDZ-420-S207"	"Invertebrates"	10000
"HDZ-420-S207"	"Protein Rotation"	2100
"HDZ-420-S207"	"Seasonal Veggie Rotation"	15000
"HDZ-178-S199"	"Biscuit"	13200
"HDZ-178-S199"	"Gum Arabic"	12000
"HDZ-178-S199"	"Invertebrates"	10000
"HDZ-178-S199"	"Protein Rotation"	2100
"HDZ-178-S199"	"Seasonal Veggie Rotation"	15000
"HDZ-416-S220"	"Biscuit"	13200
"HDZ-416-S220"	"Gum Arabic"	12000
"HDZ-416-S220"	"Invertebrates"	10000
"HDZ-416-S220"	"Protein Rotation"	2100
"HDZ-416-S220"	"Seasonal Veggie Rotation"	15000
"HDZ-417-S221"	"Biscuit"	13200
"HDZ-417-S221"	"Gum Arabic"	12000
"HDZ-417-S221"	"Invertebrates"	10000
"HDZ-417-S221"	"Protein Rotation"	2100
"HDZ-417-S221"	"Seasonal Veggie Rotation"	15000
"HDZ-415-S206"	"Biscuit"	13200
"HDZ-415-S206"	"Gum Arabic"	12000
"HDZ-415-S206"	"Invertebrates"	10000
"HDZ-415-S206"	"Protein Rotation"	2100
"HDZ-415-S206"	"Seasonal Veggie Rotation"	15000
"HDZ-419-E1-S352"	"Biscuit"	13200
"HDZ-419-E1-S352"	"Gum Arabic"	12000
"HDZ-419-E1-S352"	"Invertebrates"	10000
"HDZ-419-E1-S352"	"Protein Rotation"	2100
"HDZ-419-E1-S352"	"Seasonal Veggie Rotation"	15000
"HDZ-414-S321"	"Biscuit"	13200
"HDZ-414-S321"	"Gum Arabic"	12000
"HDZ-414-S321"	"Invertebrates"	10000
"HDZ-414-S321"	"Protein Rotation"	2100
"HDZ-414-S321"	"Seasonal Veggie Rotation"	15000
"HDZ-418-E1-S351"	"Biscuit"	13200
"HDZ-418-E1-S351"	"Gum Arabic"	12000
"HDZ-418-E1-S351"	"Invertebrates"	10000
"HDZ-418-E1-S351"	"Protein Rotation"	2100
"HDZ-418-E1-S351"	"Seasonal Veggie Rotation"	15000
"HDZ-171-S303"	"Biscuit"	13200
"HDZ-171-S303"	"Gum Arabic"	12000
"HDZ-171-S303"	"Invertebrates"	10000
"HDZ-171-S303"	"Protein Rotation"	2100
"HDZ-171-S303"	"Seasonal Veggie Rotation"	15000
"HDZ-172-S304"	"Biscuit"	13200
"HDZ-172-S304"	"Gum Arabic"	12000
"HDZ-172-S304"	"Invertebrates"	10000
"HDZ-172-S304"	"Protein Rotation"	2100
"HDZ-172-S304"	"Seasonal Veggie Rotation"	15000
"HDZ-413-S320"	"Biscuit"	13200
"HDZ-413-S320"	"Gum Arabic"	12000
"HDZ-413-S320"	"Invertebrates"	10000
"HDZ-413-S320"	"Protein Rotation"	2100
"HDZ-413-S320"	"Seasonal Veggie Rotation"	15000
"HDZ-412-S319"	"Biscuit"	13200
"HDZ-412-S319"	"Gum Arabic"	12000
"HDZ-412-S319"	"Invertebrates"	10000
"HDZ-412-S319"	"Protein Rotation"	2100
"HDZ-412-S319"	"Seasonal Veggie Rotation"	15000
"HDZ-159-S302"	"Biscuit"	13200
"HDZ-159-S302"	"Gum Arabic"	12000
"HDZ-159-S302"	"Invertebrates"	10000
"HDZ-159-S302"	"Protein Rotation"	2100
"HDZ-159-S302"	"Seasonal Veggie Rotation"	15000
"HDZ-471"	"Biscuit"	13200
"HDZ-471"	"Gum Arabic"	12000
"HDZ-471"	"Invertebrates"	10000
"HDZ-471"	"Protein Rotation"	2100
"HDZ-471"	"Seasonal Veggie Rotation"	15000
"HDZ-470-E1-S368"	"Biscuit"	13200
"HDZ-470-E1-S368"	"Gum Arabic"	12000
"HDZ-470-E1-S368"	"Invertebrates"	10000
"HDZ-470-E1-S368"	"Protein Rotation"	2100
"HDZ-470-E1-S368"	"Seasonal Veggie Rotation"	15000
"HDZ-469-E1-S367"	"Biscuit"	13200
"HDZ-469-E1-S367"	"Gum Arabic"	12000
"HDZ-469-E1-S367"	"Invertebrates"	10000
"HDZ-469-E1-S367"	"Protein Rotation"	2100
"HDZ-469-E1-S367"	"Seasonal Veggie Rotation"	15000
"HDZ-468-E1-S366"	"Biscuit"	13200
"HDZ-468-E1-S366"	"Gum Arabic"	12000
"HDZ-468-E1-S366"	"Invertebrates"	10000
"HDZ-468-E1-S366"	"Protein Rotation"	2100
"HDZ-468-E1-S366"	"Seasonal Veggie Rotation"	15000
"HDZ-473-S375"	"Biscuit"	13200
"HDZ-473-S375"	"Gum Arabic"	12000
"HDZ-473-S375"	"Invertebrates"	10000
"HDZ-473-S375"	"Protein Rotation"	2100
"HDZ-473-S375"	"Seasonal Veggie Rotation"	15000
"HDZ-465-S373"	"Biscuit"	13200
"HDZ-465-S373"	"Gum Arabic"	12000
"HDZ-465-S373"	"Invertebrates"	10000
"HDZ-465-S373"	"Protein Rotation"	2100
"HDZ-465-S373"	"Seasonal Veggie Rotation"	15000
"HDZ-472"	"Biscuit"	13200
"HDZ-472"	"Gum Arabic"	12000
"HDZ-472"	"Invertebrates"	10000
"HDZ-472"	"Protein Rotation"	2100
"HDZ-472"	"Seasonal Veggie Rotation"	15000
"HDZ-463-S371"	"Biscuit"	13200
"HDZ-463-S371"	"Gum Arabic"	12000
"HDZ-463-S371"	"Invertebrates"	10000
"HDZ-463-S371"	"Protein Rotation"	2100
"HDZ-463-S371"	"Seasonal Veggie Rotation"	15000
"HDZ-462-S370"	"Biscuit"	13200
"HDZ-462-S370"	"Gum Arabic"	12000
"HDZ-462-S370"	"Invertebrates"	10000
"HDZ-462-S370"	"Protein Rotation"	2100
"HDZ-462-S370"	"Seasonal Veggie Rotation"	15000
"HDZ-467-E1-S365"	"Biscuit"	13200
"HDZ-467-E1-S365"	"Gum Arabic"	12000
"HDZ-467-E1-S365"	"Invertebrates"	10000
"HDZ-467-E1-S365"	"Protein Rotation"	2100
"HDZ-467-E1-S365"	"Seasonal Veggie Rotation"	15000
"HDZ-158-S301"	"Biscuit"	13200
"HDZ-158-S301"	"Gum Arabic"	12000
"HDZ-158-S301"	"Invertebrates"	10000
"HDZ-158-S301"	"Protein Rotation"	2100
"HDZ-158-S301"	"Seasonal Veggie Rotation"	15000
"HDZ-459-E1-S363"	"Biscuit"	13200
"HDZ-459-E1-S363"	"Gum Arabic"	12000
"HDZ-459-E1-S363"	"Invertebrates"	10000
"HDZ-459-E1-S363"	"Protein Rotation"	2100
"HDZ-459-E1-S363"	"Seasonal Veggie Rotation"	15000
"HDZ-458-E1-S362"	"Biscuit"	13200
"HDZ-458-E1-S362"	"Gum Arabic"	12000
"HDZ-458-E1-S362"	"Invertebrates"	10000
"HDZ-458-E1-S362"	"Protein Rotation"	2100
"HDZ-458-E1-S362"	"Seasonal Veggie Rotation"	15000
"HDZ-461-S369"	"Biscuit"	13200
"HDZ-461-S369"	"Gum Arabic"	12000
"HDZ-461-S369"	"Invertebrates"	10000
"HDZ-461-S369"	"Protein Rotation"	2100
"HDZ-461-S369"	"Seasonal Veggie Rotation"	15000
"HDZ-457-E1-S361"	"Biscuit"	13200
"HDZ-457-E1-S361"	"Gum Arabic"	12000
"HDZ-457-E1-S361"	"Invertebrates"	10000
"HDZ-457-E1-S361"	"Protein Rotation"	2100
"HDZ-457-E1-S361"	"Seasonal Veggie Rotation"	15000
"HDZ-456-E1-S360"	"Biscuit"	13200
"HDZ-456-E1-S360"	"Gum Arabic"	12000
"HDZ-456-E1-S360"	"Invertebrates"	10000
"HDZ-456-E1-S360"	"Protein Rotation"	2100
"HDZ-456-E1-S360"	"Seasonal Veggie Rotation"	15000
"HDZ-466-S374"	"Biscuit"	13200
"HDZ-466-S374"	"Gum Arabic"	12000
"HDZ-466-S374"	"Invertebrates"	10000
"HDZ-466-S374"	"Protein Rotation"	2100
"HDZ-466-S374"	"Seasonal Veggie Rotation"	15000
"HDZ-455-E1-S359"	"Biscuit"	13200
"HDZ-455-E1-S359"	"Gum Arabic"	12000
"HDZ-455-E1-S359"	"Invertebrates"	10000
"HDZ-455-E1-S359"	"Protein Rotation"	2100
"HDZ-455-E1-S359"	"Seasonal Veggie Rotation"	15000
"HDZ-460-E1-S364"	"Biscuit"	13200
"HDZ-460-E1-S364"	"Gum Arabic"	12000
"HDZ-460-E1-S364"	"Invertebrates"	10000
"HDZ-460-E1-S364"	"Protein Rotation"	2100
"HDZ-460-E1-S364"	"Seasonal Veggie Rotation"	15000
"HDZ-454-E1-S358"	"Biscuit"	13200
"HDZ-454-E1-S358"	"Gum Arabic"	12000
"HDZ-454-E1-S358"	"Invertebrates"	10000
"HDZ-454-E1-S358"	"Protein Rotation"	2100
"HDZ-454-E1-S358"	"Seasonal Veggie Rotation"	15000
"HDZ-482-S384"	"Biscuit"	13200
"HDZ-482-S384"	"Gum Arabic"	12000
"HDZ-482-S384"	"Invertebrates"	10000
"HDZ-482-S384"	"Protein Rotation"	2100
"HDZ-482-S384"	"Seasonal Veggie Rotation"	15000
"HDZ-488-S390"	"Biscuit"	13200
"HDZ-488-S390"	"Gum Arabic"	12000
"HDZ-488-S390"	"Invertebrates"	10000
"HDZ-488-S390"	"Protein Rotation"	2100
"HDZ-488-S390"	"Seasonal Veggie Rotation"	15000
"HDZ-483-S385"	"Biscuit"	13200
"HDZ-483-S385"	"Gum Arabic"	12000
"HDZ-483-S385"	"Invertebrates"	10000
"HDZ-483-S385"	"Protein Rotation"	2100
"HDZ-483-S385"	"Seasonal Veggie Rotation"	15000
"HDZ-489-S391"	"Biscuit"	13200
"HDZ-489-S391"	"Gum Arabic"	12000
"HDZ-489-S391"	"Invertebrates"	10000
"HDZ-489-S391"	"Protein Rotation"	2100
"HDZ-489-S391"	"Seasonal Veggie Rotation"	15000
"HDZ-495-S397"	"Biscuit"	13200
"HDZ-495-S397"	"Gum Arabic"	12000
"HDZ-495-S397"	"Invertebrates"	10000
"HDZ-495-S397"	"Protein Rotation"	2100
"HDZ-495-S397"	"Seasonal Veggie Rotation"	15000
"HDZ-494-S396"	"Biscuit"	13200
"HDZ-494-S396"	"Gum Arabic"	12000
"HDZ-494-S396"	"Invertebrates"	10000
"HDZ-494-S396"	"Protein Rotation"	2100
"HDZ-494-S396"	"Seasonal Veggie Rotation"	15000
"HDZ-477-S379"	"Biscuit"	13200
"HDZ-477-S379"	"Gum Arabic"	12000
"HDZ-477-S379"	"Invertebrates"	10000
"HDZ-477-S379"	"Protein Rotation"	2100
"HDZ-477-S379"	"Seasonal Veggie Rotation"	15000
"HDZ-476-S378"	"Biscuit"	13200
"HDZ-476-S378"	"Gum Arabic"	12000
"HDZ-476-S378"	"Invertebrates"	10000
"HDZ-476-S378"	"Protein Rotation"	2100
"HDZ-476-S378"	"Seasonal Veggie Rotation"	15000
"HDZ-500-S402"	"Biscuit"	13200
"HDZ-500-S402"	"Gum Arabic"	12000
"HDZ-500-S402"	"Invertebrates"	10000
"HDZ-500-S402"	"Protein Rotation"	2100
"HDZ-500-S402"	"Seasonal Veggie Rotation"	15000
"HDZ-478-S380"	"Biscuit"	13200
"HDZ-478-S380"	"Gum Arabic"	12000
"HDZ-478-S380"	"Invertebrates"	10000
"HDZ-478-S380"	"Protein Rotation"	2100
"HDZ-478-S380"	"Seasonal Veggie Rotation"	15000
"HDZ-484-S386"	"Biscuit"	13200
"HDZ-484-S386"	"Gum Arabic"	12000
"HDZ-484-S386"	"Invertebrates"	10000
"HDZ-484-S386"	"Protein Rotation"	2100
"HDZ-484-S386"	"Seasonal Veggie Rotation"	15000
"HDZ-490-S392"	"Biscuit"	13200
"HDZ-490-S392"	"Gum Arabic"	12000
"HDZ-490-S392"	"Invertebrates"	10000
"HDZ-490-S392"	"Protein Rotation"	2100
"HDZ-490-S392"	"Seasonal Veggie Rotation"	15000
"HDZ-501-S403"	"Biscuit"	13200
"HDZ-501-S403"	"Gum Arabic"	12000
"HDZ-501-S403"	"Invertebrates"	10000
"HDZ-501-S403"	"Protein Rotation"	2100
"HDZ-501-S403"	"Seasonal Veggie Rotation"	15000
"HDZ-507-S408"	"Biscuit"	13200
"HDZ-507-S408"	"Gum Arabic"	12000
"HDZ-507-S408"	"Invertebrates"	10000
"HDZ-507-S408"	"Protein Rotation"	2100
"HDZ-507-S408"	"Seasonal Veggie Rotation"	15000
"HDZ-502-S404"	"Biscuit"	13200
"HDZ-502-S404"	"Gum Arabic"	12000
"HDZ-502-S404"	"Invertebrates"	10000
"HDZ-502-S404"	"Protein Rotation"	2100
"HDZ-502-S404"	"Seasonal Veggie Rotation"	15000
"HDZ-497-S399"	"Biscuit"	13200
"HDZ-497-S399"	"Gum Arabic"	12000
"HDZ-497-S399"	"Invertebrates"	10000
"HDZ-497-S399"	"Protein Rotation"	2100
"HDZ-497-S399"	"Seasonal Veggie Rotation"	15000
"HDZ-508-S409"	"Biscuit"	13200
"HDZ-508-S409"	"Gum Arabic"	12000
"HDZ-508-S409"	"Invertebrates"	10000
"HDZ-508-S409"	"Protein Rotation"	2100
"HDZ-508-S409"	"Seasonal Veggie Rotation"	15000
"HDZ-503-S405"	"Biscuit"	13200
"HDZ-503-S405"	"Gum Arabic"	12000
"HDZ-503-S405"	"Invertebrates"	10000
"HDZ-503-S405"	"Protein Rotation"	2100
"HDZ-503-S405"	"Seasonal Veggie Rotation"	15000
"HDZ-491-S393"	"Biscuit"	13200
"HDZ-491-S393"	"Gum Arabic"	12000
"HDZ-491-S393"	"Invertebrates"	10000
"HDZ-491-S393"	"Protein Rotation"	2100
"HDZ-491-S393"	"Seasonal Veggie Rotation"	15000
"HDZ-506-S407"	"Biscuit"	13200
"HDZ-506-S407"	"Gum Arabic"	12000
"HDZ-506-S407"	"Invertebrates"	10000
"HDZ-506-S407"	"Protein Rotation"	2100
"HDZ-506-S407"	"Seasonal Veggie Rotation"	15000
"HDZ-485-S387"	"Biscuit"	13200
"HDZ-485-S387"	"Gum Arabic"	12000
"HDZ-485-S387"	"Invertebrates"	10000
"HDZ-485-S387"	"Protein Rotation"	2100
"HDZ-485-S387"	"Seasonal Veggie Rotation"	15000
"HDZ-509-S410"	"Biscuit"	13200
"HDZ-509-S410"	"Gum Arabic"	12000
"HDZ-509-S410"	"Invertebrates"	10000
"HDZ-509-S410"	"Protein Rotation"	2100
"HDZ-509-S410"	"Seasonal Veggie Rotation"	15000
"HDZ-479-S381"	"Biscuit"	13200
"HDZ-479-S381"	"Gum Arabic"	12000
"HDZ-479-S381"	"Invertebrates"	10000
"HDZ-479-S381"	"Protein Rotation"	2100
"HDZ-479-S381"	"Seasonal Veggie Rotation"	15000
"HDZ-510-S411"	"Biscuit"	13200
